english,wylie,acip,tibetan_generated,pronunciation_generated,depth,occurrences,courses,refs,tier
Land of Snow,gangs can,GANGS CAN,གངས་ཅན,gangchen,5,1,C03,C03:605,"TENTATIVE (machine-matched, unreviewed)"
Land of Snow,gangs can gyi zhing,GANGS CAN GYI ZHING,གངས་ཅན་གྱི་ཞིང,gangchen gyi shing,5,1,C04,C04:74,"TENTATIVE (machine-matched, unreviewed)"
larger,che,CHE,ཆེ,che,5,1,C04,C04:156,"TENTATIVE (machine-matched, unreviewed)"
larger,che ba,CHE BA,ཆེ་བ,chewa,5,1,C04,C04:155,"TENTATIVE (machine-matched, unreviewed)"
lasting,rtag,RTAG,རྟག,tak,5,2,C05,C05:86 C05:88,"TENTATIVE (machine-matched, unreviewed)"
Later,phyis,PHYIS,ཕྱིས,chi,5,2,C04,C04:137 C04:145,"TENTATIVE (machine-matched, unreviewed)"
Laying,bzhag,BZHAG,བཞག,shak,5,1,C01,C01:172,"TENTATIVE (machine-matched, unreviewed)"
Laying,bzhag pa,BZHAG PA,བཞག་པ,shakpa,5,1,C01,C01:179,"TENTATIVE (machine-matched, unreviewed)"
leads to,drangs,DRANGS,དྲངས,drang,5,1,C03,C03:510,"TENTATIVE (machine-matched, unreviewed)"
leads to,nas,NAS,ནས,ne,6,1,C05,C05:362,"TENTATIVE (machine-matched, unreviewed)"
leave,'gro ba,'GRO BA,འགྲོ་བ,drowa,5,1,C01,C01:179,"TENTATIVE (machine-matched, unreviewed)"
leave,bskyur,BSKYUR,བསྐྱུར,kyur,5,1,C03,C03:435,"TENTATIVE (machine-matched, unreviewed)"
Leave,bor,BOR,བོར,bor,5,1,C03,C03:425,"TENTATIVE (machine-matched, unreviewed)"
Leave,bzhag go,BZHAG GO,བཞག་གོ,shako,5,1,C03,C03:141,"TENTATIVE (machine-matched, unreviewed)"
led,sbyar,SBYAR,སྦྱར,jar,5,1,C03,C03:437,"TENTATIVE (machine-matched, unreviewed)"
led,bskul,BSKUL,བསྐུལ,kul,7,1,C03,C03:299,"TENTATIVE (machine-matched, unreviewed)"
left behind,bral ba,BRAL BA,བྲལ་བ,drelwa,5,1,C03,C03:191,"TENTATIVE (machine-matched, unreviewed)"
left behind,bzhag,BZHAG,བཞག,shak,5,1,C01,C01:189,"TENTATIVE (machine-matched, unreviewed)"
Leisure,dal,DAL,དལ,del,5,1,C03,C03:221,"TENTATIVE (machine-matched, unreviewed)"
Leisure,dal,DAL,དལ,del,7,1,C03,C03:443,"TENTATIVE (machine-matched, unreviewed)"
Leisure and fortune are hard to find,dal 'byor rnyed dka',DAL 'BYOR RNYED DKA',དལ་འབྱོར་རྙེད་དཀའ,delnjor nyeka,3,1,C01,C01:28,"TENTATIVE (machine-matched, unreviewed)"
Leisure and fortune are hard to find,dal 'byor rnyed dka',DAL 'BYOR RNYED DKA',དལ་འབྱོར་རྙེད་དཀའ,delnjor nyeka,4,1,C01,C01:197,"TENTATIVE (machine-matched, unreviewed)"
leisures and fortunes,dal 'byor,DAL 'BYOR,དལ་འབྱོར,delnjor,5,2,C03,C03:306 C03:392,"TENTATIVE (machine-matched, unreviewed)"
length,ring,RING,རིང,ring,5,1,C01,C01:98,"TENTATIVE (machine-matched, unreviewed)"
length,ring thung,RING THUNG,རིང་ཐུང,ringtung,5,1,C03,C03:205,"TENTATIVE (machine-matched, unreviewed)"
lesser scope,chung,CHUNG,ཆུང,chung,5,1,C01,C01:253,"TENTATIVE (machine-matched, unreviewed)"
lesser scope,chung ngu,CHUNG NGU,ཆུང་ངུ,chungngu,5,1,C02,C02:40,"TENTATIVE (machine-matched, unreviewed)"
"Let me realize that these things are labelled, creations of concepts; That they can exist only in dependence on a basis to receive a name and someone to give the name; That they occur in dependence on many other factors; That they don't exist out there, on their own.","rtog pas phar btags yin pa, gdags gzhi dang 'dogs byed la brten dgos pa, rkyen gzhan la brten nas byung ba, rang ngos nas ma grub pa rnams nges dgos",,རྟོག་པས་ཕར་བཏགས་ཡིན་པ། གདགས་གཞི་དང་འདོགས་བྱེད་ལ་བརྟེན་དགོས་པ། རྐྱེན་གཞན་ལ་བརྟེན་ནས་བྱུང་བ། རང་ངོས་ནས་མ་གྲུབ་པ་རྣམས་ངེས་དགོས,tokpe partak yinpa dakshi dang dokje la tengu pakyen shen la ten ne jungba rangngu ne madruppa nam ngegu,1,1,C01,C01:383,"TENTATIVE (machine-matched, unreviewed)"
"Let me realize that these things are labelled, creations of concepts; That they can exist only in dependence on a basis to receive a name and someone to give the name; That they occur in dependence on many other factors; That they don't exist out there, on their own.","rtog pas phar btags yin pa, gdags gzhi dang 'dogs byed la brten dgos pa, rkyen gzhan la brten nas byung ba, rang ngos nas ma grub pa rnams nges dgos",,རྟོག་པས་ཕར་བཏགས་ཡིན་པ། གདགས་གཞི་དང་འདོགས་བྱེད་ལ་བརྟེན་དགོས་པ། རྐྱེན་གཞན་ལ་བརྟེན་ནས་བྱུང་བ། རང་ངོས་ནས་མ་གྲུབ་པ་རྣམས་ངེས་དགོས,tokpe partak yinpa dakshi dang dokje la tengu pakyen shen la ten ne jungba rangngu ne madruppa nam ngegu,4,1,C01,C01:383,"TENTATIVE (machine-matched, unreviewed)"
Levels,sa,SA,ས,sa,7,1,C03,C03:619,"TENTATIVE (machine-matched, unreviewed)"
Levels,rim pa,RIM PA,རིམ་པ,rimpa,7,1,C03,C03:291,"TENTATIVE (machine-matched, unreviewed)"
liberate,grol bar,GROL BAR,གྲོལ་བར,drulwar,5,1,C04,C04:97,"TENTATIVE (machine-matched, unreviewed)"
liberate,sgrol,SGROL,སྒྲོལ,drul,5,1,C01,C01:65,"TENTATIVE (machine-matched, unreviewed)"
lie,gnas,GNAS,གནས,ne,5,1,C05,C05:219,"TENTATIVE (machine-matched, unreviewed)"
lie,rang mtshangs,RANG MTSANGS,རང་མཚངས,rangtsang,5,1,C03,C03:459,"TENTATIVE (machine-matched, unreviewed)"
life's not long,tshe la long med pa,,ཚེ་ལ་ལོང་མེད་པ,tse la longmepa,3,1,C01,C01:28,"TENTATIVE (machine-matched, unreviewed)"
life's not long,tshe la long med,,ཚེ་ལ་ལོང་མེད,tse la longme,4,1,C01,C01:204,"TENTATIVE (machine-matched, unreviewed)"
like those,sogs,SOGS,སོགས,sok,5,1,C03,C03:342,"TENTATIVE (machine-matched, unreviewed)"
like those,la sogs pa,LA SOGS PA,ལ་སོགས་པ,lasokpa,5,1,C03,C03:413,"TENTATIVE (machine-matched, unreviewed)"
linked,ldan,LDAN,ལྡན,den,5,1,C05,C05:124,"TENTATIVE (machine-matched, unreviewed)"
linked,mtshungs ldan,MTSUNGS LDAN,མཚུངས་ལྡན,tsungnden,5,1,C05,C05:104,"TENTATIVE (machine-matched, unreviewed)"
lion,seng ge,SENG GE,སེང་གེ,sengge,5,1,C03,C03:327,"TENTATIVE (machine-matched, unreviewed)"
lion,seng,,སེང,seng,7,1,C03,C03:301,"TENTATIVE (machine-matched, unreviewed)"
lips,zhal,ZHAL,ཞལ,shel,5,1,C03,C03:592,"TENTATIVE (machine-matched, unreviewed)"
lips,zhal,ZHAL,ཞལ,shel,7,1,C01,C01:44,"TENTATIVE (machine-matched, unreviewed)"
Listen,nyon,NYON,ཉོན,nyun,5,2,C01,C01:136 C01:26,"TENTATIVE (machine-matched, unreviewed)"
"Listen with a pure mind, fortunate ones",skal ldan de dag dvang ba'i yid kyis nyon,,,kelnden de dakdvangway yi kyi nyun,2,1,C01,C01:26,"TENTATIVE (machine-matched, unreviewed)"
"Listen with a pure mind, fortunate ones",skal ldan de dag dvang ba'i yid kyis nyon,,,kelnden de dakdvangway yi kyi nyun,3,1,C01,C01:26,"TENTATIVE (machine-matched, unreviewed)"
listener,nyan thos,NYAN THOS,ཉན་ཐོས,nyentu,5,1,C02,C02:57,"TENTATIVE (machine-matched, unreviewed)"
listener,nyan,NYAN,ཉན,nyen,7,1,C03,C03:325,"TENTATIVE (machine-matched, unreviewed)"
Listeners and Self-Made Buddhas,nyan rang,NYAN RANG,ཉན་རང,nyenrang,5,2,C04,C04:110 C04:112,"TENTATIVE (machine-matched, unreviewed)"
live on,'tsho bar byas,'TSO BAR BYAS,འཚོ་བར་བྱས,tsowar je,5,1,C01,C01:175,"TENTATIVE (machine-matched, unreviewed)"
live on,phyid,PHYID,ཕྱིད,chi,5,1,C03,C03:426,"TENTATIVE (machine-matched, unreviewed)"
lived,'tsho ba,'TSO BA,འཚོ་བ,tsowa,5,1,C01,C01:190,"TENTATIVE (machine-matched, unreviewed)"
lived,blangs,BLANGS,བླངས,lang,7,1,C03,C03:304,"TENTATIVE (machine-matched, unreviewed)"
living creatures,sems can,SEMS CAN,སེམས་ཅན,semchen,5,2,C03 C04,C03:324 C04:27,"TENTATIVE (machine-matched, unreviewed)"
Lobsang Dorje,blo bzang rdo rje,BLO BZANG RDO RJE,བློ་བཟང་རྡོ་རྗེ,losang doje,5,1,C03,C03:165,"TENTATIVE (machine-matched, unreviewed)"
Lobsang Dorje,blo bzang rdo rjes,BLO BZANG RDO RJES,བློ་བཟང་རྡོ་རྗེས,losang doje,5,1,C03,C03:617,"TENTATIVE (machine-matched, unreviewed)"
Lobsang Drakpa,blo bzang grags pa,BLO BZANG GRAGS PA,བློ་བཟང་གྲགས་པ,losang drakpa,5,2,C01,C01:38 C01:447,"TENTATIVE (machine-matched, unreviewed)"
lonely,dben pa,DBEN PA,དབེན་པ,wenpa,5,2,C01,C01:177 C01:178,"TENTATIVE (machine-matched, unreviewed)"
long period of time,yun ring por,YUN RING POR,ཡུན་རིང་པོར,yunring por,5,1,C05,C05:221,"TENTATIVE (machine-matched, unreviewed)"
long period of time,yun ring du,YUN RING DU,ཡུན་རིང་དུ,yunring du,5,1,C04,C04:93,"TENTATIVE (machine-matched, unreviewed)"
long time,yun ring po,YUN RING PO,ཡུན་རིང་པོ,yunringpo,5,2,C05,C05:224 C05:226,"TENTATIVE (machine-matched, unreviewed)"
look upon him,dgongs,DGONGS,དགོངས,gong,5,1,C01,C01:266,"TENTATIVE (machine-matched, unreviewed)"
look upon him,dgongs pa yin,DGONGS PA YIN,དགོངས་པ་ཡིན,gongpa yin,5,1,C01,C01:266,"TENTATIVE (machine-matched, unreviewed)"
looked like,blo yul du shar ba,BLO YUL DU SHAR BA,བློ་ཡུལ་དུ་ཤར་བ,loyul du sharwa,4,1,C02,C02:64,"TENTATIVE (machine-matched, unreviewed)"
looked like,snang ba,SNANG BA,སྣང་བ,nangwa,5,1,C05,C05:300,"TENTATIVE (machine-matched, unreviewed)"
Lord Buddha,sangs rgyas,SANGS RGYAS,སངས་རྒྱས,sangye,5,1,C03,C03:397,"TENTATIVE (machine-matched, unreviewed)"
Lord Buddha,sangs rgyas dang,SANGS RGYAS DANG,སངས་རྒྱས་དང,sangye dang,5,1,C03,C03:149,"TENTATIVE (machine-matched, unreviewed)"
Lord Death,'chi bdag,'CHI BDAG,འཆི་བདག,chidak,5,1,C03,C03:448,"TENTATIVE (machine-matched, unreviewed)"
Lord Death,gshin rje,GSHIN RJE,གཤིན་རྗེ,shinje,5,1,C03,C03:409,"TENTATIVE (machine-matched, unreviewed)"
Lord of Reasoning,rigs pa'i dbang phyug,RIGS PA'I DBANG PHYUG,རིགས་པའི་དབང་ཕྱུག,rikpay wangchuk,5,2,C04,C04:74 C04:86,"TENTATIVE (machine-matched, unreviewed)"
Lord of the Secret World,khyab bdag,KHYAB BDAG,ཁྱབ་བདག,kyabdak,5,2,C03,C03:296 C03:553,"TENTATIVE (machine-matched, unreviewed)"
loses,nyams pa,NYAMS PA,ཉམས་པ,nyampa,5,1,C03,C03:184,"TENTATIVE (machine-matched, unreviewed)"
loses,gcod pa,GCOD PA,གཅོད་པ,chupa,5,1,C05,C05:123,"TENTATIVE (machine-matched, unreviewed)"
loved ones,gnyen,GNYEN,གཉེན,nyen,5,1,C01,C01:193,"TENTATIVE (machine-matched, unreviewed)"
loved ones,gnyen 'dun,GNYEN 'DUN,གཉེན་འདུན,nyenndun,5,1,C01,C01:192,"TENTATIVE (machine-matched, unreviewed)"
loving-kindness,byams pa,BYAMS PA,བྱམས་པ,jampa,5,2,C01,C01:280 C01:303,"TENTATIVE (machine-matched, unreviewed)"
lower births,ngan song,NGAN SONG,ངན་སོང,ngensong,5,2,C01 C03,C01:213 C03:460,"TENTATIVE (machine-matched, unreviewed)"
Lying,rdzun tshig,RDZUN TSIG,རྫུན་ཚིག,dzuntsik,5,2,C05,C05:348 C05:353,"TENTATIVE (machine-matched, unreviewed)"
magic,'phrul,'PHRUL,འཕྲུལ,trul,5,1,C01,C01:110,"TENTATIVE (machine-matched, unreviewed)"
magic,sgyu,,སྒྱུ,gyu,7,1,C03,C03:342,"TENTATIVE (machine-matched, unreviewed)"
majority,phal cher,PHAL CHER,ཕལ་ཆེར,pelcher,5,1,C05,C05:197,"TENTATIVE (machine-matched, unreviewed)"
majority,phal che bar,PHAL CHE BAR,ཕལ་ཆེ་བར,pelchewar,5,1,C04,C04:102,"TENTATIVE (machine-matched, unreviewed)"
Make,thon,THON,ཐོན,tun,5,1,C03,C03:425,"TENTATIVE (machine-matched, unreviewed)"
Make,btab pa,BTAB PA,བཏབ་པ,tappa,5,1,C03,C03:578,"TENTATIVE (machine-matched, unreviewed)"
make a request,gsol 'debs,GSOL 'DEBS,གསོལ་འདེབས,sulndep,5,1,C03,C03:586,"TENTATIVE (machine-matched, unreviewed)"
make a request,gsol,GSOL,གསོལ,sul,5,1,C03,C03:53,"TENTATIVE (machine-matched, unreviewed)"
maker,byed pa,BYED PA,བྱེད་པ,jepa,5,1,C05,C05:229,"TENTATIVE (machine-matched, unreviewed)"
maker,byed pa po,BYED PA PO,བྱེད་པ་པོ,jepapo,5,1,C05,C05:240,"TENTATIVE (machine-matched, unreviewed)"
man,mi,MI,མི,mi,5,2,C01 C03,C01:53 C03:399,"TENTATIVE (machine-matched, unreviewed)"
mantra of steel,lcags sngags,LCAGS SNGAGS,ལྕགས་སྔགས,changak,5,2,C05,C05:270 C05:314,"TENTATIVE (machine-matched, unreviewed)"
many other factors,rkyen gzhan,RKYEN GZHAN,རྐྱེན་གཞན,kyenshen,5,2,C01,C01:366 C01:383,"TENTATIVE (machine-matched, unreviewed)"
Master Dharmakirti,chos kyi grags pa,CHOS KYI GRAGS PA,ཆོས་ཀྱི་གྲགས་པ,chu kyi drakpa,5,2,C05,C05:276 C05:277,"TENTATIVE (machine-matched, unreviewed)"
master meditator,rnal 'byor,RNAL 'BYOR,རྣལ་འབྱོར,nelnjor,5,1,C01,C01:89,"TENTATIVE (machine-matched, unreviewed)"
master meditator,sgom chen,SGOM CHEN,སྒོམ་ཆེན,gomchen,5,1,C01,C01:163,"TENTATIVE (machine-matched, unreviewed)"
Masters,slob dpon,SLOB DPON,སློབ་དཔོན,loppun,5,2,C04,C04:197 C04:198,"TENTATIVE (machine-matched, unreviewed)"
May,shog,SHOG,ཤོག,shok,5,1,C01,C01:339,"TENTATIVE (machine-matched, unreviewed)"
May,cig,CIG,ཅིག,chik,6,1,C04,C04:187,"TENTATIVE (machine-matched, unreviewed)"
may,gyur cig,GYUR CIG,གྱུར་ཅིག,gyurchik,5,1,C01,C01:185,"TENTATIVE (machine-matched, unreviewed)"
may,kyang,KYANG,ཀྱང,kyang,6,1,C01,C01:32,"TENTATIVE (machine-matched, unreviewed)"
may ask,zhe na,ZHE NA,ཞེ་ན,she na,3,1,C05,C05:186,"TENTATIVE (machine-matched, unreviewed)"
may ask,zhe na,ZHE NA,ཞེ་ན,she na,5,1,C05,C05:170,"TENTATIVE (machine-matched, unreviewed)"
May it help all living beings!,"'gro don 'phel, , ,",,འགྲོ་དོན་འཕེལ། ། །,"drodun pel, ,",1,1,C01,C01:482,"TENTATIVE (machine-matched, unreviewed)"
May it help all living beings!,"'gro don 'phel, , ,",,འགྲོ་དོན་འཕེལ། ། །,"drodun pel, ,",2,1,C01,C01:482,"TENTATIVE (machine-matched, unreviewed)"
mean,dgos,DGOS,དགོས,gu,5,1,C01,C01:188,"TENTATIVE (machine-matched, unreviewed)"
mean,khyab,KHYAB,ཁྱབ,kyab,5,1,C04,C04:55,"TENTATIVE (machine-matched, unreviewed)"
Meaningful,don yod,DON YOD,དོན་ཡོད,dunyu,5,2,C01 C03,C01:108 C03:336,"TENTATIVE (machine-matched, unreviewed)"
Meaningless,kyal pa,KYAL PA,ཀྱལ་པ,kyelpa,5,1,C05,C05:357,"TENTATIVE (machine-matched, unreviewed)"
Meaningless,kyal pa,KYAL PA,ཀྱལ་པ,kyelpa,7,1,C05,C05:360,"TENTATIVE (machine-matched, unreviewed)"
meant to,phyir,PHYIR,ཕྱིར,chir,6,2,C05,C05:357 C05:358,"TENTATIVE (machine-matched, unreviewed)"
medicinal herbs,sman,SMAN,སྨན,men,5,1,C05,C05:128,"TENTATIVE (machine-matched, unreviewed)"
medicinal herbs,'phrod pa'i sman,'PHROD PA'I SMAN,འཕྲོད་པའི་སྨན,trupay men,5,1,C05,C05:126,"TENTATIVE (machine-matched, unreviewed)"
Meditation,sgom,SGOM,སྒོམ,gom,5,1,C01,C01:230,"TENTATIVE (machine-matched, unreviewed)"
Meditation,bsam gtan,BSAM GTAN,བསམ་གཏན,samten,5,1,C03,C03:283,"TENTATIVE (machine-matched, unreviewed)"
meditative concentration,ting nge 'dzin,TING NGE 'DZIN,ཏིང་ངེ་འཛིན,tingnge dzin,5,2,C03,C03:471 C03:506,"TENTATIVE (machine-matched, unreviewed)"
meditative quietude,zhi gnas,ZHI GNAS,ཞི་གནས,shine,5,2,C03,C03:507 C03:510,"TENTATIVE (machine-matched, unreviewed)"
medium scope,'bring,'BRING,འབྲིང,dring,5,2,C01 C02,C01:253 C02:40,"TENTATIVE (machine-matched, unreviewed)"
men,mi,MI,མི,mi,5,2,C01,C01:173 C01:181,"TENTATIVE (machine-matched, unreviewed)"
mental awareness,yid kyi rnam rig,,ཡིད་ཀྱི་རྣམ་རིག,yi kyi namrik,4,1,C02,C02:51,"TENTATIVE (machine-matched, unreviewed)"
mental awareness,rnam rig,RNAM RIG,རྣམ་རིག,namrik,5,1,C02,C02:51,"TENTATIVE (machine-matched, unreviewed)"
mental image,don spyi,DON SPYI,དོན་སྤྱི,dunchi,5,2,C04,C04:48 C04:49,"TENTATIVE (machine-matched, unreviewed)"
mental mode,yid byed,YID BYED,ཡིད་བྱེད,yije,5,2,C03,C03:209 C03:210,"TENTATIVE (machine-matched, unreviewed)"
Mental movement,sems pa,SEMS PA,སེམས་པ,sempa,5,2,C05,C05:102 C05:104,"TENTATIVE (machine-matched, unreviewed)"
mental picture,dgag bya bum pa'i don spyi,,དགག་བྱ་བུམ་པའི་དོན་སྤྱི,gakja bumpay dunchi,4,1,C02,C02:64,"TENTATIVE (machine-matched, unreviewed)"
mental picture,don spyi,DON SPYI,དོན་སྤྱི,dunchi,5,1,C02,C02:64,"TENTATIVE (machine-matched, unreviewed)"
mental-affliction obstacles,nyon sgrib,NYON SGRIB,ཉོན་སྒྲིབ,nyundrip,5,2,C02,C02:54 C02:57,"TENTATIVE (machine-matched, unreviewed)"
mental-link,mtshungs ldan,MTSUNGS LDAN,མཚུངས་ལྡན,tsungnden,5,2,C05,C05:127 C05:131,"TENTATIVE (machine-matched, unreviewed)"
mentioning,smos pa,SMOS PA,སྨོས་པ,mupa,5,2,C04 C05,C04:60 C05:32,"TENTATIVE (machine-matched, unreviewed)"
mentions,gsungs,GSUNGS,གསུངས,sung,5,1,C05,C05:356,"TENTATIVE (machine-matched, unreviewed)"
mentions,smos pa,SMOS PA,སྨོས་པ,mupa,5,1,C04,C04:61,"TENTATIVE (machine-matched, unreviewed)"
Merit,bsod nams,BSOD NAMS,བསོད་ནམས,sunam,5,2,C05,C05:149 C05:151,"TENTATIVE (machine-matched, unreviewed)"
meritorious,bsod nams,BSOD NAMS,བསོད་ནམས,sunam,5,2,C05,C05:180 C05:330,"TENTATIVE (machine-matched, unreviewed)"
met,mjal,MJAL,མཇལ,jel,5,1,C03,C03:387,"TENTATIVE (machine-matched, unreviewed)"
met,'dris pa,'DRIS PA,འདྲིས་པ,dripa,5,1,C01,C01:44,"TENTATIVE (machine-matched, unreviewed)"
Middle,dbus,DBUS,དབུས,u,7,2,C03 C05,C03:508 C05:213,"TENTATIVE (machine-matched, unreviewed)"
millions of years,bskal pa,BSKAL PA,བསྐལ་པ,kelpa,5,2,C03 C05,C03:400 C05:226,"TENTATIVE (machine-matched, unreviewed)"
missing,bral ba,BRAL BA,བྲལ་བ,drelwa,5,1,C01,C01:235,"TENTATIVE (machine-matched, unreviewed)"
missing,ma,MA,མ,ma,6,1,C01,C01:169,"TENTATIVE (machine-matched, unreviewed)"
mistaken view,log par lta ba,LOG PAR LTA BA,ལོག་པར་ལྟ་བ,lokpar tawa,5,1,C05,C05:362,"TENTATIVE (machine-matched, unreviewed)"
mistaken view,lta ngan,LTA NGAN,ལྟ་ངན,tangen,5,1,C01,C01:421,"TENTATIVE (machine-matched, unreviewed)"
mistaken views,log lta,LOG LTA,ལོག་ལྟ,lokta,5,1,C05,C05:337,"TENTATIVE (machine-matched, unreviewed)"
mistaken views,log pa'i lta ba,LOG PA'I LTA BA,ལོག་པའི་ལྟ་བ,lokpay tawa,5,1,C05,C05:135,"TENTATIVE (machine-matched, unreviewed)"
Mistaken views,log par lta ba,LOG PAR LTA BA,ལོག་པར་ལྟ་བ,lokpar tawa,5,2,C05,C05:335 C05:337,"TENTATIVE (machine-matched, unreviewed)"
moisture,gsher,GSHER,གཤེར,sher,5,2,C04,C04:140 C04:150,"TENTATIVE (machine-matched, unreviewed)"
moments,skad cig,SKAD CIG,སྐད་ཅིག,kechik,5,2,C04,C04:57 C04:58,"TENTATIVE (machine-matched, unreviewed)"
monastery,dgon pa,DGON PA,དགོན་པ,gunpa,5,1,C03,C03:585,"TENTATIVE (machine-matched, unreviewed)"
monastery,grva,GRVA,,grva,5,1,C03,C03:617,"TENTATIVE (machine-matched, unreviewed)"
Monastery,dgon,,དགོན,gun,7,1,C03,C03:165,"TENTATIVE (machine-matched, unreviewed)"
Monastery,chos sgar,,ཆོས་སྒར,chugar,7,1,C03,C03:166,"TENTATIVE (machine-matched, unreviewed)"
monks,dge slong,DGE SLONG,དགེ་སློང,gelong,5,1,C01,C01:164,"TENTATIVE (machine-matched, unreviewed)"
