wylie,acip,tibetan_generated,pronunciation_generated,in_acip_index,english,kind,depth,occurrences,courses,n_courses,refs,first_ref,tier,rule,generated_columns,source_corpus,source_pages,generator,layer_date
gnyis ka,GNYIS KA,གཉིས་ཀ,nyika,yes,both,translation,5,15,C01 C04 C05,3,C01:111 C01:242 C01:246 C01:284 C01:347 C04:179 C05:134 C05:138 C05:169 C05:275 C05:276 C05:279 C05:314 C05:316 C05:326,C01:111,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnyis ka,GNYIS KA,གཉིས་ཀ,nyika,yes,both of the extremes,translation,5,1,C01,1,C01:420,C01:420,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnyis ka,GNYIS KA,གཉིས་ཀ,nyika,yes,on both,translation,5,1,C01,1,C01:468,C01:468,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnyis ka,GNYIS KA,གཉིས་ཀ,nyika,yes,each,translation,5,1,C01,1,C01:224,C01:224,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnyis ka,GNYIS KA,གཉིས་ཀ,nyika,yes,two,translation,5,1,C05,1,C05:326,C05:326,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gnyis ka,GNYIS KA,གཉིས་ཀ,nyika,yes,Both,translation,5,1,C05,1,C05:118,C05:118,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
go ba,GO BA,གོ་བ,gowa,yes,understanding,translation,5,5,C01,1,C01:110 C01:111 C01:151 C01:55 C01:87,C01:110,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
go ba,GO BA,གོ་བ,gowa,yes,ideas,translation,5,3,C01,1,C01:34 C01:398 C01:402,C01:34,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
go ba,GO BA,གོ་བ,gowa,yes,realize,translation,5,1,C01,1,C01:81,C01:81,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
go ba,GO BA,གོ་བ,gowa,yes,idea,translation,5,1,C01,1,C01:87,C01:87,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
go ba,GO BA,གོ་བ,gowa,yes,understand,translation,5,1,C02,1,C02:50,C02:50,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
go ba,GO BA,གོ་བ,gowa,yes,grasp,translation,5,1,C04,1,C04:62,C04:62,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gshegs pa,GSHEGS PA,གཤེགས་པ,shekpa,yes,travels,translation,5,1,C01,1,C01:48,C01:48,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gshegs pa,GSHEGS PA,གཤེགས་པ,shekpa,yes,travelled,translation,5,1,C01,1,C01:113,C01:113,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gshegs pa,GSHEGS PA,གཤེགས་པ,shekpa,yes,travel,translation,5,1,C01,1,C01:129,C01:129,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gshegs pa,GSHEGS PA,གཤེགས་པ,shekpa,yes,go,translation,5,1,C01,1,C01:189,C01:189,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gshegs pa,GSHEGS PA,གཤེགས་པ,shekpa,yes,To those Who are Gone; Gone,translation,5,1,C03,1,C03:31,C03:31,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
gshegs pa,GSHEGS PA,གཤེགས་པ,shekpa,yes,to reach,translation,5,1,C03,1,C03:298,C03:298,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
ha cang,HA CANG,ཧ་ཅང,hachang,yes,absolutely,translation,5,1,C03,1,C03:333,C03:333,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
ha cang,HA CANG,ཧ་ཅང,hachang,yes,vast,translation,5,1,C03,1,C03:416,C03:416,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
ha cang,HA CANG,ཧ་ཅང,hachang,yes,very,translation,5,1,C03,1,C03:424,C03:424,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
ha cang,HA CANG,ཧ་ཅང,hachang,yes,so very,translation,5,1,C03,1,C03:497,C03:497,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
ha cang,HA CANG,ཧ་ཅང,hachang,yes,incredibly,translation,5,1,C03,1,C03:520,C03:520,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
ha cang,HA CANG,ཧ་ཅང,hachang,yes,absurd,translation,5,1,C04,1,C04:148,C04:148,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
len,LEN,ལེན,len,yes,take,translation,5,2,C01 C03,2,C01:214 C03:400,C01:214,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
len,LEN,ལེན,len,yes,make,translation,5,1,C01,1,C01:202,C01:202,"TENTATIVE (machine-matched, unreviewed)","English is HGM's corpus text verbatim, machine-MATCHED never composed; never enters hgm_gloss","tibetan_generated = generated-ewts-v27-1; pronunciation_generated = generated GMR-convention phonetics. Both computed from the wylie, not attested in the layer.",hgm_spine_v27_2 corpus_segments C01+C02+C03+C04+C05,"banked pages, 5 course(s) (sha256 5d828734142df0ff)",build_alignment_layer.py; source analyses credited on pages and in campaign ledgers,2026-09-14
